frame,x1,y1,x2,y2
0,1369.577392578125,814.716796875,1441.1016845703125,900.57861328125
1,1369.580322265625,814.5025634765625,1441.007568359375,900.627685546875
2,1369.8896484375,815.7454833984375,1437.6573486328125,905.2197875976562
3,1374.193359375,815.5512084960938,1431.9442138671875,906.0679321289062
4,1372.5772705078125,817.03125,1416.5538330078125,905.091064453125
5,1363.88330078125,820.6024169921875,1411.0670166015625,906.1740112304688
6,1346.59765625,825.6421508789062,1407.8782958984375,908.2428588867188
7,1340.183349609375,826.4686889648438,1408.1226806640625,915.3535766601562
8,1322.6279296875,828.867919921875,1402.844970703125,916.0330810546875
9,1315.7021484375,830.285888671875,1387.9757080078125,918.922119140625
10,1318.47119140625,833.7080078125,1378.4503173828125,923.7232055664062
11,1311.1597900390625,834.1290283203125,1358.2200927734375,923.0767211914062
12,1292.27001953125,835.5382690429688,1356.3182373046875,925.2291870117188
13,1280.43603515625,833.0478515625,1355.9351806640625,923.366455078125
14,1267.2158203125,830.5360717773438,1352.4920654296875,920.7550659179688
15,1252.31201171875,832.61474609375,1338.9447021484375,921.9692993164062
16,1243.1748046875,828.4290771484375,1329.6845703125,921.1097412109375
17,1241.8974609375,829.5206909179688,1305.4471435546875,921.0767211914062
18,1238.48291015625,833.1970825195312,1287.3221435546875,928.0193481445312
19,1232.0062255859375,833.853515625,1281.0601806640625,928.4798583984375
20,1219.321533203125,834.00732421875,1264.4552001953125,929.4268798828125
21,1206.631103515625,833.98828125,1258.3565673828125,927.8153686523438
22,1192.7567138671875,832.0689697265625,1255.4476318359375,925.46923828125
23,1184.05908203125,831.1331176757812,1245.0850830078125,925.9762573242188
24,1169.653076171875,832.3309936523438,1226.9515380859375,929.4127807617188
25,1155.1422119140625,836.0228271484375,1204.0489501953125,929.6730346679688
26,1137.26220703125,835.6572875976562,1194.227783203125,929.6449584960938
27,1122.779541015625,834.69091796875,1192.7650146484375,930.4525146484375
28,1110.47802734375,833.67041015625,1186.8800048828125,927.854736328125
29,1102.9833984375,835.3639526367188,1174.21484375,926.0692749023438
30,1096.3746337890625,833.6932983398438,1155.8677978515625,927.7256469726562
31,1088.861572265625,834.8909912109375,1135.1842041015625,929.8648681640625
32,1079.5455322265625,833.8970947265625,1116.5042724609375,927.5665283203125
33,1065.360107421875,834.8113403320312,1114.0548095703125,928.3742065429688
34,1045.336669921875,832.38427734375,1090.9013671875,924.1527099609375
35,1022.0254516601562,830.4307250976562,1086.83349609375,927.1799926757812
36,1018.7886962890625,831.3482666015625,1077.451171875,928.105224609375
37,1009.277099609375,831.1528930664062,1057.388916015625,929.0938110351562
38,994.97021484375,830.9562377929688,1040.545166015625,929.1721801757812
39,986.11474609375,828.2384033203125,1031.6923828125,929.3681030273438
40,972.6424560546875,827.2192993164062,1025.087890625,923.0387573242188
41,954.6974487304688,827.2509155273438,1017.8875122070312,921.7150268554688
42,948.6303100585938,827.701904296875,1004.6378784179688,919.8455200195312
43,947.7845458984375,828.66259765625,984.79931640625,921.8283081054688
44,937.8433227539062,827.0235595703125,971.0758666992188,921.5131225585938
45,921.03955078125,825.09765625,966.6652221679688,919.6135864257812
46,908.647705078125,825.347900390625,960.0551147460938,919.3489379882812
47,878.876953125,825.7222290039062,951.0787353515625,916.8699340820312
48,875.7802734375,825.7115478515625,939.254150390625,916.5164794921875
49,868.3895874023438,826.8819580078125,923.7709350585938,920.4027099609375
50,851.3399047851562,828.696533203125,917.1278686523438,921.463623046875
51,827.54833984375,827.247802734375,908.9832153320312,920.20751953125
52,840.359130859375,828.1942749023438,907.851806640625,917.9207153320312
53,830.037841796875,827.6500854492188,901.9019775390625,917.6182250976562
54,826.1372680664062,826.9833984375,891.8259887695312,915.20654296875
55,825.9849853515625,826.1036376953125,878.1119995117188,913.8270874023438
56,827.0857543945312,827.123291015625,867.3557739257812,912.75732421875
57,819.13916015625,825.470947265625,855.503173828125,912.9942626953125
58,811.58056640625,823.0416870117188,852.51123046875,912.4736938476562
59,802.8334350585938,819.03466796875,851.3417358398438,909.8677978515625
60,789.680419921875,817.175537109375,851.5902099609375,911.2454223632812
61,782.0606689453125,817.824462890625,849.8168334960938,909.861328125
62,778.9004516601562,817.9610595703125,842.5079956054688,911.8580932617188
63,779.5241088867188,819.3687744140625,833.9507446289062,912.4822998046875
64,782.1015014648438,821.2049560546875,827.0161743164062,911.8855590820312
65,779.1729736328125,821.3391723632812,815.0513916015625,914.1494750976562
66,771.4308471679688,821.4913330078125,810.3949584960938,914.6372680664062
67,767.051513671875,819.5760498046875,810.636474609375,912.9931640625
68,760.0135498046875,818.8445434570312,810.923828125,913.3013305664062
69,748.2598876953125,819.652587890625,810.0618286132812,915.5125122070312
70,741.2825927734375,818.8103637695312,810.3474731445312,918.1619262695312
71,738.3250732421875,823.4981689453125,797.0103759765625,918.8770751953125
72,744.14501953125,824.874267578125,794.5343627929688,918.7288208007812
73,742.8297119140625,827.6013793945312,787.2282104492188,917.0440063476562
74,743.3827514648438,829.0865478515625,777.9907836914062,918.7027587890625
75,737.012939453125,825.800048828125,775.5060424804688,919.4951171875
76,735.066162109375,824.5054321289062,778.0960693359375,918.8805541992188
77,731.16357421875,823.9845581054688,780.1997680664062,922.9223022460938
78,724.0760498046875,823.6477661132812,782.5059204101562,925.5250854492188
79,721.846435546875,825.2832641601562,781.2601928710938,927.2887573242188
80,724.8868408203125,826.2432861328125,778.3999633789062,927.8527221679688
81,722.8839111328125,828.8366088867188,773.4940795898438,928.2965698242188
82,723.1461181640625,829.787841796875,770.47705078125,927.9766845703125
83,724.2028198242188,828.8732299804688,769.1224975585938,925.6063842773438
84,724.1753540039062,825.53466796875,768.4129028320312,924.5123291015625
85,727.5813598632812,823.2258911132812,770.8397827148438,921.2107543945312
86,727.731689453125,819.9705810546875,774.9229125976562,921.7869262695312
87,728.8424072265625,818.2030029296875,778.3898315429688,919.7150268554688
88,731.2989501953125,819.4056396484375,780.8984985351562,917.8305053710938
89,731.9082641601562,818.6251220703125,780.9790649414062,917.9570922851562
90,738.9741821289062,820.51708984375,781.4363403320312,916.3916625976562
91,743.2965087890625,820.3793334960938,782.156982421875,918.1272583007812
92,747.706787109375,817.5584106445312,783.6967163085938,912.7468872070312
93,750.7095336914062,814.8226318359375,788.9990844726562,909.087890625
94,754.8658447265625,813.5883178710938,793.49267578125,909.6333618164062
95,757.865478515625,809.7257690429688,803.1390380859375,908.8667602539062
96,759.4058837890625,807.94287109375,805.6793823242188,905.7276000976562
97,759.418212890625,807.6268310546875,808.8110961914062,905.6572875976562
98,766.7896728515625,807.1547241210938,809.3091430664062,902.2922973632812
99,770.717041015625,806.8538818359375,810.7312622070312,900.8756103515625
100,773.2384643554688,806.800048828125,813.4118041992188,898.097900390625
101,777.2861328125,803.1771240234375,817.0377807617188,895.8204345703125
102,784.84423828125,800.71435546875,825.0703125,894.656982421875
103,789.429931640625,798.6888427734375,828.7686767578125,890.9586181640625
104,793.046630859375,796.3502197265625,835.83251953125,887.318115234375
105,798.7017211914062,792.9219360351562,844.5077514648438,883.7393188476562
106,805.2432861328125,791.2055053710938,851.0687255859375,882.2891235351562
107,815.13037109375,791.1227416992188,858.9242553710938,879.6117553710938
108,826.70947265625,792.6567993164062,862.5772705078125,878.6647338867188
109,833.654296875,790.5261840820312,870.5950927734375,876.0236206054688
110,841.295654296875,786.9529418945312,875.806640625,872.6616821289062
111,847.5543823242188,785.1461791992188,881.9639282226562,870.9556274414062
112,854.94677734375,781.4258422851562,890.7378540039062,869.9653930664062
113,861.07470703125,777.6266479492188,896.9595336914062,868.9526977539062
114,864.1071166992188,777.27685546875,906.6586303710938,866.646240234375
115,870.49951171875,775.9908447265625,916.3914184570312,863.2546997070312
116,880.4159545898438,775.3123168945312,926.3263549804688,860.5783081054688
117,890.2366333007812,775.0029296875,934.3610229492188,858.7108764648438
118,899.5458984375,772.6123046875,941.1383056640625,856.207275390625
119,908.922607421875,771.4219360351562,947.3731079101562,854.8143920898438
120,917.765869140625,770.070556640625,952.948486328125,851.8560791015625
121,923.7254638671875,767.4095458984375,956.4275512695312,850.4400024414062
122,931.799072265625,765.1362915039062,963.1741943359375,848.3643188476562
123,937.8648681640625,762.4572143554688,971.0254516601562,847.1727905273438
124,944.6434936523438,760.951904296875,976.7920532226562,844.4492797851562
125,947.9099731445312,761.11669921875,985.7805786132812,840.9459228515625
126,952.8508911132812,759.0172729492188,993.1974487304688,839.9513549804688
127,955.3828125,757.5216064453125,999.2490234375,838.018798828125
128,962.2058715820312,756.1705322265625,1005.3301391601562,835.4337768554688
129,967.2211303710938,755.4402465820312,1012.2903442382812,833.7929077148438
130,976.3553466796875,754.7462768554688,1016.1798706054688,833.3095092773438
131,980.655029296875,753.9105834960938,1019.6824951171875,833.8284301757812
132,987.5277099609375,755.58642578125,1019.6986083984375,832.5568237304688
133,993.8759765625,754.39111328125,1024.1324462890625,830.5690307617188
134,995.942138671875,755.015380859375,1026.4420166015625,832.3552856445312
135,1000.42333984375,753.5051879882812,1030.3115234375,832.3709106445312
136,1001.62548828125,753.2305297851562,1035.426025390625,830.7482299804688
137,1002.595947265625,753.5839233398438,1036.750244140625,830.6610717773438
138,1000.671875,753.0791015625,1040.0732421875,832.179931640625
139,1000.384521484375,753.1957397460938,1043.08642578125,830.9727172851562
140,1003.60400390625,752.7388916015625,1046.0048828125,831.2545166015625
141,1005.0750732421875,752.9542236328125,1048.1800537109375,830.6531982421875
142,1008.6163940429688,752.6026611328125,1051.866943359375,831.1016235351562
143,1012.509765625,752.5596313476562,1053.5087890625,831.0371704101562
144,1016.9011840820312,753.727294921875,1055.476806640625,829.46923828125
145,1020.0313720703125,752.0438842773438,1056.396484375,827.8601684570312
146,1022.1123046875,751.1240844726562,1055.68798828125,827.2179565429688
147,1024.23193359375,750.3814086914062,1056.90185546875,827.2263793945312
148,1025.367919921875,749.7374267578125,1058.6949462890625,827.4515991210938
149,1024.5263671875,750.4427490234375,1061.448486328125,827.6715087890625
150,1025.6363525390625,750.0303955078125,1066.0096435546875,827.96923828125
151,1025.3017578125,749.87109375,1064.5533447265625,826.7420654296875
152,1024.632080078125,749.837646484375,1063.5379638671875,826.5300903320312
153,1024.1068115234375,749.3461303710938,1062.3348388671875,826.4064331054688
154,1024.129150390625,749.1853637695312,1062.0447998046875,826.2247924804688
155,1025.055908203125,749.0452880859375,1063.631591796875,825.2969970703125
156,1025.8092041015625,748.8277587890625,1063.8604736328125,824.1082763671875
157,1027.82080078125,747.8988647460938,1064.4334716796875,823.9663696289062
158,1029.73046875,748.2675170898438,1062.9652099609375,823.2616577148438
159,1028.87451171875,747.18603515625,1061.9195556640625,823.4650268554688
160,1030.081298828125,746.2479858398438,1062.1536865234375,824.0018920898438
161,1030.821533203125,746.6566772460938,1062.6207275390625,823.9172973632812
162,1030.8834228515625,746.5709838867188,1063.0089111328125,824.9141235351562
163,1029.157958984375,745.892822265625,1063.1844482421875,824.32275390625
164,1027.472900390625,745.9749755859375,1062.949951171875,823.0391235351562
165,1025.96826171875,745.965087890625,1062.9234619140625,822.9140625
166,1024.176513671875,745.8470458984375,1062.0650634765625,823.093017578125
167,1022.359375,745.46630859375,1060.367431640625,823.0940551757812
168,1022.458984375,746.4153442382812,1059.225341796875,824.1351928710938
169,1023.4931640625,746.3633422851562,1058.33740234375,824.0586547851562
170,1022.3328857421875,745.803466796875,1056.31201171875,823.1602172851562
171,1021.69189453125,746.050048828125,1054.927001953125,823.2584838867188
172,1020.5357666015625,745.4478149414062,1053.7393798828125,822.0880737304688
173,1019.7307739257812,744.1864013671875,1051.718994140625,821.980224609375
174,1018.6097412109375,744.7787475585938,1050.67626953125,822.4597778320312
175,1018.0235595703125,744.1358642578125,1049.393798828125,822.12158203125
176,1016.23388671875,744.0869750976562,1047.995361328125,822.2894897460938
177,1015.3439331054688,744.2318115234375,1046.949462890625,821.3426513671875
178,1013.6543579101562,744.3268432617188,1046.64306640625,821.4384155273438
179,1012.819580078125,744.1345825195312,1045.49755859375,821.3248901367188
180,1011.4371948242188,743.894775390625,1043.119873046875,820.9841918945312
181,1008.2105102539062,743.6396484375,1041.75341796875,821.5762939453125
182,1005.8016357421875,744.3790283203125,1040.64111328125,821.8392333984375
183,1004.960693359375,744.24755859375,1040.1142578125,821.36865234375
184,1003.555419921875,744.1737060546875,1039.5625,821.6099243164062
185,1002.7467041015625,743.4362182617188,1038.025634765625,821.0864868164062
186,999.5643310546875,741.2197265625,1039.6812744140625,819.2420654296875
187,998.9327392578125,740.729736328125,1035.615234375,818.5755615234375
188,997.05810546875,740.2201538085938,1033.728515625,817.6349487304688
189,996.288330078125,740.7967529296875,1033.6923828125,816.1402587890625
190,995.5960693359375,740.373046875,1031.8319091796875,816.1972045898438
191,992.1595458984375,738.5505981445312,1030.9178466796875,813.4978637695312
192,990.6669921875,739.2138061523438,1030.46240234375,816.1950073242188
193,988.03515625,737.8372802734375,1029.1695556640625,816.1771240234375
194,982.6871337890625,738.0422973632812,1028.783203125,816.6685180664062
195,980.3111572265625,736.6533203125,1028.3096923828125,817.0554809570312
196,975.6890869140625,736.4115600585938,1028.177734375,815.8141479492188
197,974.486572265625,736.354248046875,1027.572509765625,815.0553588867188
198,974.2841796875,737.6508178710938,1027.04443359375,814.3412475585938
199,974.163330078125,738.12109375,1026.1953125,815.13671875
200,973.1288452148438,738.6207885742188,1021.8019409179688,813.9119262695312
201,972.1140747070312,738.8433837890625,1020.6421508789062,812.0745849609375
202,970.38818359375,738.3099975585938,1019.7510375976562,811.7576293945312
203,969.3652954101562,737.0033569335938,1018.5477905273438,812.2333374023438
204,967.3912353515625,736.497802734375,1016.2239990234375,812.6524658203125
205,967.6527099609375,737.4666137695312,1011.3028564453125,814.1497192382812
206,965.1307983398438,738.4396362304688,1008.3623657226562,815.0333862304688
207,961.78564453125,737.2706909179688,1006.343994140625,814.8843383789062
208,960.4539794921875,737.0631103515625,1004.5078735351562,813.2849731445312
209,957.5775146484375,736.5598754882812,1001.2348022460938,812.8496704101562
210,952.9861450195312,736.7010498046875,999.1386108398438,813.9686279296875
211,951.3425903320312,737.2919311523438,997.5961303710938,814.1533813476562
212,948.8887939453125,738.1668090820312,995.4935302734375,813.8688354492188
213,947.187255859375,736.9011840820312,992.8513793945312,813.3477172851562
214,945.9750366210938,736.6964721679688,989.4713745117188,811.8283081054688
215,943.9683837890625,736.2478637695312,986.7213134765625,810.9647827148438
216,942.6328125,735.9310913085938,983.9705200195312,810.9259643554688
217,941.2326049804688,736.0389404296875,981.2352905273438,811.7532348632812
218,937.792236328125,736.159423828125,981.243896484375,811.6195678710938
219,936.0012817382812,734.86083984375,979.9539184570312,812.2415771484375
220,932.7095947265625,734.595458984375,970.9209594726562,812.6102905273438
221,929.9603271484375,734.9685668945312,968.4452514648438,813.8775024414062
222,925.758544921875,736.75830078125,964.995849609375,813.6210327148438
223,918.9114990234375,736.4463500976562,962.5111083984375,814.6788940429688
224,916.2626953125,737.67138671875,960.8155517578125,814.7732543945312
225,912.6217041015625,740.0032958984375,959.1332397460938,815.5117797851562
226,913.1206665039062,740.77001953125,958.4608764648438,814.8409423828125
227,913.193115234375,741.177001953125,957.674560546875,815.0712280273438
228,909.35888671875,740.7685546875,957.0111694335938,815.2494506835938
229,907.865478515625,740.8357543945312,956.0947265625,814.0043334960938
230,905.5994873046875,740.0205688476562,955.7247924804688,814.3855590820312
231,898.7947998046875,739.1609497070312,954.9992065429688,814.1276245117188
232,897.27197265625,739.4095458984375,953.8017578125,814.2015380859375
233,896.182861328125,739.72412109375,950.7202758789062,814.099365234375
234,896.8145141601562,739.6272583007812,947.3534545898438,813.9365844726562
235,894.412841796875,739.3335571289062,945.9235229492188,813.9428100585938
236,893.3419189453125,738.7915649414062,944.4393310546875,813.4821166992188
237,892.2866821289062,738.4729614257812,943.2727661132812,814.0328979492188
238,891.3701171875,738.2003173828125,939.5147705078125,814.4016723632812
239,889.2452392578125,737.4393310546875,939.4353637695312,814.115478515625
240,889.2308959960938,738.17578125,940.0411987304688,815.2556762695312
241,889.3844604492188,738.3841552734375,939.7216186523438,815.5003051757812
242,889.2125244140625,738.2774658203125,938.791259765625,815.5162963867188
243,888.8538208007812,737.9857177734375,937.9579467773438,815.7374267578125
244,889.2869262695312,738.2221069335938,938.4723510742188,816.1891479492188
245,890.0169677734375,738.5712890625,938.688232421875,816.0750732421875
246,889.7728271484375,738.3878173828125,938.477783203125,816.2017822265625
247,890.1895751953125,738.5784301757812,937.9713134765625,816.9981079101562
248,890.227294921875,738.8981323242188,937.9705810546875,816.6286010742188
249,889.9561767578125,739.0039672851562,938.2020874023438,817.0263061523438
250,890.5354614257812,739.3192749023438,938.7258911132812,816.6264038085938
251,890.9415893554688,739.1312255859375,938.4948120117188,816.589599609375
252,890.5830688476562,739.3755493164062,938.6965942382812,816.8745727539062
253,890.309326171875,739.5891723632812,938.96923828125,816.0225219726562
254,891.2391357421875,740.3399047851562,937.5668334960938,815.7907104492188
255,891.0628051757812,740.8753051757812,936.2243041992188,815.5083618164062
256,891.7029418945312,740.8189697265625,935.1088256835938,815.23486328125
257,891.5850219726562,740.611328125,932.9961547851562,815.3641357421875
258,890.7982788085938,740.4564208984375,930.2615356445312,815.1954956054688
259,890.651611328125,739.6543579101562,928.1609497070312,814.7202758789062
260,891.1134033203125,739.8847045898438,925.566162109375,815.4559936523438
261,890.1412353515625,739.8296508789062,924.3524780273438,814.7630004882812
262,889.5748291015625,739.7420654296875,923.8292846679688,814.989990234375
263,889.5641479492188,739.005615234375,923.1376342773438,814.5970458984375
264,889.3211059570312,738.302490234375,923.1018676757812,813.9296264648438
265,888.5656127929688,738.8480224609375,922.3500366210938,814.362548828125
266,886.7348022460938,739.30224609375,921.6918334960938,814.7354736328125
267,885.0294799804688,740.22216796875,920.0000610351562,815.0159912109375
268,882.9246826171875,739.4620971679688,919.50732421875,814.6283569335938
269,880.6622314453125,738.6708984375,917.7147216796875,813.615966796875
270,879.3892822265625,738.3696899414062,915.8404541015625,813.2561645507812
271,877.330322265625,737.810546875,912.7747802734375,813.1655883789062
272,877.5897216796875,738.047607421875,909.9100341796875,812.9767456054688
273,875.5299682617188,737.7529907226562,907.4078979492188,812.4094848632812
274,873.0289306640625,738.3201904296875,904.3079223632812,814.3314819335938
275,869.31005859375,738.5228271484375,903.0294799804688,815.2511596679688
276,867.030029296875,738.0609741210938,900.59765625,816.2085571289062
277,864.0869140625,738.8104248046875,899.1690063476562,816.9526977539062
278,860.4417114257812,738.2882080078125,897.3576049804688,816.42626953125
279,858.3088989257812,738.8631591796875,897.3235473632812,815.5387573242188
280,856.3062744140625,738.8867797851562,896.5579833984375,816.9105834960938
281,855.5953369140625,739.3531494140625,895.9186401367188,816.879638671875
282,852.8838500976562,739.5709228515625,895.7210083007812,817.5238647460938
283,851.5037841796875,741.1499633789062,892.7206420898438,816.7890014648438
284,850.514892578125,741.3153076171875,888.4900512695312,816.873779296875
285,848.9791259765625,740.3822021484375,885.0721435546875,818.8714599609375
286,847.8433227539062,740.6180419921875,882.8882446289062,818.9771118164062
287,846.439697265625,741.2188110351562,879.997802734375,819.6161499023438
288,844.8682861328125,741.246826171875,878.4686889648438,819.52734375
289,842.75537109375,742.5029296875,875.9857177734375,819.5548095703125
290,839.7997436523438,742.5302124023438,873.9756469726562,818.3369750976562
291,836.4468383789062,742.6620483398438,872.3486938476562,818.4204711914062
292,834.4019165039062,742.7265014648438,870.3799438476562,819.0942993164062
293,829.7750244140625,743.770751953125,870.052734375,821.150390625
294,829.2366943359375,744.318603515625,867.8961181640625,819.6910400390625
295,828.6832275390625,744.5714721679688,862.9860229492188,821.4537963867188
296,827.6259765625,744.8541259765625,859.6784057617188,821.4363403320312
297,826.8202514648438,745.4859008789062,858.5216674804688,818.9653930664062
298,825.4204711914062,744.7535400390625,856.7728881835938,819.0809936523438
299,823.0628662109375,744.2783203125,856.3655395507812,821.7242431640625
300,821.625244140625,744.756591796875,854.8843383789062,821.3523559570312
301,817.7700805664062,743.8610229492188,853.7990112304688,821.8983764648438
302,812.476318359375,744.1144409179688,853.484619140625,823.3262329101562
303,811.0946044921875,745.2510986328125,851.2763671875,824.7175903320312
304,810.693359375,746.130126953125,848.9464721679688,824.7764892578125
305,810.6637573242188,747.633056640625,848.9097290039062,824.906494140625
306,809.6954956054688,747.9554443359375,848.2820434570312,824.6220703125
307,807.8565673828125,747.6835327148438,847.2930908203125,824.2274780273438
308,806.6741333007812,747.7322387695312,846.2787475585938,824.7463989257812
309,803.9254760742188,746.6102294921875,845.7680053710938,824.974609375
310,803.1644897460938,746.5616455078125,845.2117309570312,823.9932861328125
311,802.3831787109375,747.1309814453125,845.7513427734375,824.427490234375
312,799.9388427734375,747.98291015625,845.4194946289062,823.729248046875
313,802.10302734375,748.4511108398438,844.9308471679688,822.8263549804688
314,804.1690063476562,750.0272827148438,846.6480102539062,822.7776489257812
315,804.1455688476562,750.1736450195312,845.1817016601562,823.8281860351562
316,801.866455078125,749.422119140625,847.842041015625,823.565185546875
317,801.3155517578125,748.3798828125,847.8289184570312,823.4923095703125
318,801.1920776367188,748.0341796875,849.0298461914062,821.5250244140625
319,801.671630859375,746.0782470703125,850.5194091796875,819.6595458984375
320,807.0445556640625,746.4638671875,849.1976318359375,818.21923828125
321,807.44970703125,745.094482421875,850.220947265625,816.8436279296875
322,807.0780029296875,745.3217163085938,850.76220703125,815.3884887695312
323,804.7167358398438,744.6396484375,852.7335815429688,815.6981201171875
324,802.0903930664062,743.6927490234375,856.2474975585938,814.4595336914062
325,802.8513793945312,744.08349609375,860.8709106445312,813.52734375
326,809.15185546875,745.8341674804688,860.2529296875,811.6148071289062
327,816.8344116210938,746.0628662109375,863.1798706054688,809.6751708984375
328,825.8093872070312,744.4260864257812,865.0990600585938,810.8505249023438
329,826.8685302734375,741.6748046875,866.4469604492188,811.2653198242188
330,824.4497680664062,738.9761352539062,870.9417114257812,810.6198120117188
331,824.2274780273438,735.0939331054688,873.4817504882812,806.8005981445312
332,826.2696533203125,733.8076171875,875.252197265625,800.751708984375
333,830.3472900390625,732.2655639648438,875.9454956054688,799.1228637695312
334,839.4232788085938,732.0596923828125,876.8764038085938,797.6180419921875
335,848.1179809570312,730.5244140625,878.0604858398438,797.8982543945312
336,846.8807373046875,726.6246337890625,880.368896484375,797.9361572265625
337,841.1173095703125,726.4847412109375,883.447998046875,796.0076904296875
338,841.1781005859375,723.3931274414062,885.473876953125,793.7188110351562
339,841.4344482421875,721.4752197265625,892.046630859375,791.4231567382812
340,843.54638671875,719.1680297851562,893.3486938476562,786.2560424804688
341,850.6708374023438,718.58984375,893.6914672851562,785.2843627929688
342,859.3095703125,716.7850341796875,894.6016845703125,787.9083862304688
343,866.170166015625,716.1857299804688,898.0869140625,787.6719360351562
344,864.3763427734375,713.561279296875,898.7263793945312,787.7471923828125
345,862.2910766601562,711.120361328125,900.6227416992188,788.9201049804688
346,860.9720458984375,708.06396484375,901.7820434570312,783.9007568359375
347,862.064208984375,706.6031494140625,903.6778564453125,776.6686401367188
348,865.541015625,706.3011474609375,905.6290283203125,774.144287109375
349,870.59716796875,705.4217529296875,904.6983642578125,773.3543090820312
350,875.8070678710938,704.8020629882812,904.3074340820312,774.2481079101562
351,875.3637084960938,703.0594482421875,904.8506469726562,774.9869995117188
352,871.9686279296875,700.52783203125,905.5199584960938,776.5398559570312
353,868.292724609375,697.2940673828125,909.0327758789062,770.0914916992188
354,867.357421875,695.54736328125,913.9896240234375,767.9393920898438
355,867.4711303710938,694.372802734375,917.9349975585938,763.9312744140625
356,869.1417236328125,694.9676513671875,916.2022094726562,763.9671020507812
357,874.2888793945312,694.7386474609375,913.6188354492188,764.4619140625
358,878.6790161132812,693.49755859375,914.5197143554688,767.2474975585938
359,879.069091796875,690.521240234375,915.1397705078125,766.3908081054688
360,876.5601196289062,687.1851806640625,914.8156127929688,764.466064453125
361,875.7989501953125,685.1470336914062,914.4680786132812,762.7020874023438
362,874.591552734375,684.2274780273438,916.4564208984375,758.0325317382812
363,874.3024291992188,682.311279296875,912.6384887695312,752.7874755859375
364,877.1220703125,682.4600830078125,914.401611328125,751.1563720703125
365,879.3153076171875,682.4810791015625,914.4647827148438,752.1067504882812
366,881.7645263671875,682.6074829101562,914.2188720703125,754.0578002929688
367,879.234619140625,681.37841796875,912.195068359375,756.9330444335938
368,875.9307861328125,679.0140380859375,911.99853515625,755.2542114257812
369,874.213623046875,676.5064697265625,913.4205322265625,754.0503540039062
370,872.6105346679688,674.828125,914.9935913085938,748.0547485351562
371,871.8756103515625,675.3612060546875,915.9732666015625,744.5982055664062
372,875.7599487304688,674.5206298828125,916.3203735351562,741.087890625
373,880.3509521484375,674.958984375,916.6862182617188,745.2625122070312
374,887.2181396484375,673.971923828125,917.85791015625,745.5064086914062
